gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000024163	2444.665	-0.001024381	0.011275239	0.1817136	0.9833355
ENSMUSG00000024164	6.061309	0.0002203412	0.030035821	0.7602363	0.9984822
ENSMUSG00000024165	56.8013	-0.0006965402	0.017741783	0.2749754	0.9984822
ENSMUSG00000024168	36.22112	-0.0003306685	0.01383247	0.5692312	0.9984822
ENSMUSG00000024169	243.4326	0.000466325	0.011241918	0.4541122	0.9984822
ENSMUSG00000024170	141.99	0.0001350924	0.010944404	0.8136214	0.9984822
ENSMUSG00000024172	407.4554	-0.001418426	0.020088381	0.1135574	0.9805731
ENSMUSG00000024174	49.65183	0.0008018555	0.017401232	0.23919	0.9984822
ENSMUSG00000024175	2.200483	-0.0001586447	0.036009097	0.8564276	0.9984822
ENSMUSG00000024176	481.7606	0.001790156	0.01854464	0.08440806	0.9697501
ENSMUSG00000024177	8.631243	-3.67411e-05	0.017635098	0.9415701	0.9984822
ENSMUSG00000024180	42.89323	0.0008777811	0.018385395	0.208293	0.9893112
ENSMUSG00000024181	152.5448	-4.928142e-05	0.011793578	0.930717	0.9984822
ENSMUSG00000024182	179.4321	-0.0001942247	0.009470634	0.7341771	0.9984822
ENSMUSG00000024184	0.1131119	0	0.099713571	1	NA
ENSMUSG00000024186	170.7041	0.0003766632	0.012744994	0.5326725	0.9984822
ENSMUSG00000024187	91.7599	-0.000102952	0.011837606	0.8564731	0.9984822
ENSMUSG00000024188	912.8259	0.0006395028	0.010495384	0.3320057	0.9984822
ENSMUSG00000024190	104.4825	-0.0002442407	0.012392426	0.6743547	0.9984822
ENSMUSG00000024191	106.3109	0.002363898	0.028389439	0.04593885	0.8542043
ENSMUSG00000024193	173.6026	-0.0001914245	0.009904271	0.7386344	0.9984822
ENSMUSG00000024194	59.47865	0.0002558359	0.012610294	0.6598764	0.9984822
ENSMUSG00000024197	74.76261	0.001932155	0.025932712	0.06249683	0.9222363
ENSMUSG00000024201	571.0095	0.0002349427	0.010043983	0.6849786	0.9984822
ENSMUSG00000024205	0.4257391	-0.001449703	0.111818208	0.5606426	NA
ENSMUSG00000024206	11.53205	-0.000567888	0.022664545	0.3422001	0.9984822
ENSMUSG00000024207	0.04285678	-0.0003480521	0.100537035	0.8803288	NA
ENSMUSG00000024208	247.6047	0.000571163	0.013544756	0.3780849	0.9984822
ENSMUSG00000024209	0.1269719	0	0.099713571	1	NA
ENSMUSG00000024210	3.635678	0.002323454	0.067046304	0.1169674	0.9805731
ENSMUSG00000024211	100.3973	-0.002671354	0.048676408	0.04055508	0.8392157
ENSMUSG00000024212	299.1599	-8.713219e-05	0.008744192	0.876878	0.9984822
ENSMUSG00000024213	1156.951	9.964112e-05	0.009018534	0.8595402	0.9984822
ENSMUSG00000024215	0.9380233	-0.001034408	0.070681993	0.5392087	NA
ENSMUSG00000024217	101.0928	0.0005834925	0.014071646	0.3676296	0.9984822
ENSMUSG00000024218	114.1783	2.616169e-05	0.012812136	0.9624882	0.9984822
ENSMUSG00000024219	181.0323	-8.982836e-05	0.011170759	0.8748379	0.9984822
ENSMUSG00000024220	338.9616	-0.0007051534	0.013765823	0.3039666	0.9984822
ENSMUSG00000024222	242.1259	0.001534987	0.019864384	0.1046875	0.9805731
ENSMUSG00000024223	0.129893	-0.0003480521	0.100537035	0.8803288	NA
ENSMUSG00000024225	0.05444717	0	0.099713571	1	NA
ENSMUSG00000024227	21.78743	-0.0008588663	0.02655908	0.2105541	0.9903533
ENSMUSG00000024228	30.76249	0.001190708	0.023707532	0.1239015	0.9805731
ENSMUSG00000024231	407.8354	-0.001196054	0.016322133	0.1541109	0.9805731
ENSMUSG00000024232	24.6692	-0.0004451113	0.015863226	0.4421288	0.9984822
ENSMUSG00000024234	181.0484	-0.0002282682	0.010131338	0.6932984	0.9984822
ENSMUSG00000024235	8.644186	0.0002005867	0.019796195	0.702818	0.9984822
ENSMUSG00000024236	192.4768	5.802364e-05	0.011954023	0.9183705	0.9984822
ENSMUSG00000024238	1083.129	0.000981306	0.011341906	0.1935019	0.985333
ENSMUSG00000024240	367.8974	0.001549164	0.018373016	0.1058521	0.9805731
ENSMUSG00000024241	537.0332	0.0001653184	0.010930833	0.7739098	0.9984822
ENSMUSG00000024242	305.4488	-0.0009007946	0.012305962	0.2210382	0.9930713
ENSMUSG00000024245	64.24084	-0.001499376	0.027443136	0.08538122	0.9715226
ENSMUSG00000024246	32.36416	-0.0001249437	0.013518834	0.8205769	0.9984822
ENSMUSG00000024247	25.76387	-0.0001743754	0.015182654	0.7408353	0.9984822
ENSMUSG00000024248	919.0422	0.0008169617	0.011717714	0.2500193	0.9984822
ENSMUSG00000024251	292.8936	0.0003838046	0.012228744	0.527563	0.9984822
ENSMUSG00000024253	88.26998	0.0004003882	0.012567208	0.5114986	0.9984822
ENSMUSG00000024254	0.1285405	0.0003188529	0.099801173	0.889791	NA
ENSMUSG00000024256	13.07029	-0.1328126	0.599649951	0.001106746	0.2302158
ENSMUSG00000024258	53.85453	0.000216883	0.013404247	0.701079	0.9984822
ENSMUSG00000024259	524.4324	-0.0001653794	0.008837532	0.7709654	0.9984822
ENSMUSG00000024260	178.6779	-0.000550624	0.012716457	0.3934319	0.9984822
ENSMUSG00000024261	1568.743	-0.0005243063	0.009657805	0.4054782	0.9984822
ENSMUSG00000024266	0.2876801	0.0005562739	0.098823739	0.8078639	NA
ENSMUSG00000024268	2336.16	-0.0002641635	0.008172706	0.6535215	0.9984822
ENSMUSG00000024269	301.0646	-0.001156214	0.017341287	0.1589975	0.9805731
ENSMUSG00000024270	234.2849	-0.0005963088	0.014554234	0.3564272	0.9984822
ENSMUSG00000024271	554.1219	5.114509e-05	0.008871494	0.9273369	0.9984822
ENSMUSG00000024273	70.58951	-5.276905e-05	0.011478376	0.9260106	0.9984822
ENSMUSG00000024274	3.630783	0.0001396661	0.028166389	0.8380661	0.9984822
ENSMUSG00000024276	451.7504	0.0001968513	0.008584096	0.7310137	0.9984822
ENSMUSG00000024277	1208.378	-0.0002682638	0.010161378	0.645931	0.9984822
ENSMUSG00000024283	673.8651	0.0003475736	0.007732796	0.5764039	0.9984822
ENSMUSG00000024286	936.2499	0.0002394592	0.008863357	0.6779931	0.9984822
ENSMUSG00000024287	242.5495	-0.0007188056	0.016263083	0.2805712	0.9984822
ENSMUSG00000024290	403.5558	-9.367455e-05	0.009527428	0.8682103	0.9984822
ENSMUSG00000024292	40.44521	0.0002003843	0.014225301	0.714643	0.9984822
ENSMUSG00000024293	339.1166	0.0006200698	0.011169493	0.3453322	0.9984822
ENSMUSG00000024294	2514.451	-0.0005604746	0.009606989	0.3805528	0.9984822
ENSMUSG00000024295	0.06348594	0	0.099713571	1	NA
ENSMUSG00000024298	784.2648	0.0001533217	0.008852346	0.7868273	0.9984822
ENSMUSG00000024299	80.85168	-0.0001516164	0.011518918	0.7917577	0.9984822
ENSMUSG00000024300	20.41607	-0.0009672626	0.021343571	0.1705471	0.9805731
ENSMUSG00000024301	11.04894	0.0002850586	0.02081267	0.5994886	0.9984822
ENSMUSG00000024302	1096.128	0.0007277125	0.009799463	0.2867705	0.9984822
ENSMUSG00000024304	819.5427	0.000192636	0.009807373	0.7368776	0.9984822
ENSMUSG00000024306	0.1419302	-0.0004379072	0.100612641	0.8498649	NA
ENSMUSG00000024308	146.0152	0.0007495792	0.013612804	0.2836376	0.9984822
ENSMUSG00000024309	121.4293	0.0002303722	0.012217135	0.6914396	0.9984822
ENSMUSG00000024312	39.32465	-0.0008394629	0.018518352	0.2180106	0.9930713
ENSMUSG00000024317	111.144	0.0003627308	0.012677137	0.546244	0.9984822
ENSMUSG00000024319	312.9604	-0.0005533681	0.01178984	0.3903661	0.9984822
ENSMUSG00000024325	146.9967	0.0009785918	0.016444526	0.1990377	0.9875176
ENSMUSG00000024327	352.3254	0.0009093562	0.014727496	0.2234819	0.9940257
ENSMUSG00000024330	129.0304	-0.001051249	0.018465668	0.1698474	0.9805731
ENSMUSG00000024331	13.10531	-0.0005138753	0.020488323	0.371681	0.9984822
ENSMUSG00000024334	1.515139	9.502329e-05	0.050423683	0.9397765	NA
ENSMUSG00000024335	863.4535	0.001490305	0.011599619	0.1001387	0.9805731
ENSMUSG00000024338	12.94278	0.0008201848	0.026540438	0.2260517	0.9958012
ENSMUSG00000024339	34.29101	0.0008441047	0.020137767	0.2075304	0.9893112
ENSMUSG00000024340	0.05980673	-0.00126556	0.109235821	0.6053751	NA
ENSMUSG00000024346	173.5644	0.0008773344	0.015237357	0.2325267	0.9984822
ENSMUSG00000024347	257.1482	0.0001559545	0.010812961	0.7860028	0.9984822
ENSMUSG00000024349	14.40641	-0.0006784318	0.019431671	0.2733151	0.9984822
ENSMUSG00000024350	904.5438	0.001000976	0.012745774	0.1915788	0.9852527
ENSMUSG00000024352	17.60987	-0.0003160977	0.017611084	0.5518143	0.9984822
ENSMUSG00000024353	0.6347743	-0.0004710218	0.064771041	0.7684551	NA
ENSMUSG00000024354	0.9641225	-0.004436588	0.153946021	0.1860243	NA
ENSMUSG00000024357	176.8249	0.0003942648	0.011666595	0.51797	0.9984822
ENSMUSG00000024359	1335.928	-6.468742e-06	0.009188149	0.9907955	0.9996816
ENSMUSG00000024360	568.8029	0.0002794683	0.009242939	0.6311459	0.9984822
ENSMUSG00000024365	0.1518857	0.0004393987	0.100216635	0.8489889	NA
ENSMUSG00000024366	0.02933238	0	0.099713571	1	NA
ENSMUSG00000024369	85.06688	0.000813948	0.01518987	0.2539742	0.9984822
ENSMUSG00000024370	400.3513	4.164327e-05	0.009044451	0.9408053	0.9984822
ENSMUSG00000024371	3.878252	-0.0001315233	0.028792301	0.8506616	0.9984822
ENSMUSG00000024376	31.2956	-0.0008328871	0.021833201	0.2078833	0.9893112
ENSMUSG00000024378	169.2168	-0.003991377	0.034463986	0.02318763	0.7147812
ENSMUSG00000024379	0.4694479	-0.000301722	0.078534632	0.8753574	NA
ENSMUSG00000024381	863.1827	-5.679098e-05	0.008552435	0.9194704	0.9984822
ENSMUSG00000024382	163.3417	-0.0003302842	0.011520288	0.580755	0.9984822
ENSMUSG00000024383	736.3617	0.001355731	0.015003234	0.1248775	0.9805731
ENSMUSG00000024384	475.5742	-4.742829e-05	0.00868304	0.9326158	0.9984822
ENSMUSG00000024387	217.2472	0.0005359911	0.011496577	0.4016381	0.9984822
ENSMUSG00000024388	1.445698	2.741837e-05	0.044718609	0.9802902	NA
ENSMUSG00000024391	0.4139223	-0.0007143837	0.084471936	0.7251335	NA
ENSMUSG00000024392	925.7497	0.00011712	0.008115763	0.8373092	0.9984822
ENSMUSG00000024393	1224.575	-0.0003125549	0.016996701	0.5576883	0.9984822
ENSMUSG00000024395	50.10557	0.0009585207	0.019140667	0.1830417	0.9833355
ENSMUSG00000024397	24.43909	-0.0001176954	0.014166032	0.8268959	0.9984822
ENSMUSG00000024399	1.27227	0.001080882	0.057105648	0.4061314	NA
ENSMUSG00000024400	464.3879	-0.0002599644	0.00889225	0.6537541	0.9984822
ENSMUSG00000024401	0.4307301	-0.001449703	0.111818208	0.5606426	NA
ENSMUSG00000024402	0.6369203	-0.000452124	0.07898497	0.814641	NA
ENSMUSG00000024403	699.7424	-0.0002263722	0.009915402	0.6950621	0.9984822
ENSMUSG00000024404	433.7135	-0.0004093266	0.010196711	0.5000187	0.9984822
ENSMUSG00000024406	0.7564112	0.001547554	0.089989073	0.4614515	NA
ENSMUSG00000024410	171.2233	-0.0004440052	0.010747203	0.4711534	0.9984822
ENSMUSG00000024411	566.997	-0.001325557	0.018148082	0.1314397	0.9805731
ENSMUSG00000024413	690.845	0.0005933518	0.009360094	0.3603757	0.9984822
ENSMUSG00000024414	128.4332	-8.819344e-05	0.011427701	0.8770125	0.9984822
ENSMUSG00000024420	174.2801	0.0004207126	0.011951075	0.4942184	0.9984822
ENSMUSG00000024421	70.66419	0.000355312	0.013959161	0.5435311	0.9984822
ENSMUSG00000024422	134.1436	-0.0001525125	0.010576618	0.7902509	0.9984822
ENSMUSG00000024423	2674.244	-0.0002818786	0.011592418	0.6329408	0.9984822
ENSMUSG00000024424	283.0603	0.0003407936	0.011241954	0.5695909	0.9984822
ENSMUSG00000024425	1189.838	-0.002083755	0.021367625	0.06787551	0.935845
ENSMUSG00000024426	98.33164	-0.0003638773	0.014765159	0.5259853	0.9984822
ENSMUSG00000024427	51.66858	-0.0003143208	0.01502391	0.5725517	0.9984822
ENSMUSG00000024429	671.2006	0.0008731558	0.014033292	0.2353192	0.9984822
ENSMUSG00000024430	9.075125	-0.01664731	0.205322196	0.01257035	0.6131155
ENSMUSG00000024431	1082.942	-0.0003739406	0.008271393	0.5389198	0.9984822
ENSMUSG00000024436	91.43354	0.001336799	0.019778236	0.1228492	0.9805731
ENSMUSG00000024437	1.585251	0.0004184957	0.041756185	0.6750736	NA
ENSMUSG00000024440	1.861816	-0.004790968	0.118088295	0.08385608	NA
ENSMUSG00000024442	169.8218	0.0006957543	0.013090028	0.3087906	0.9984822
ENSMUSG00000024446	51.69986	0.000112488	0.013976532	0.8353709	0.9984822
ENSMUSG00000024451	41.05536	-0.0002029822	0.014174263	0.7117928	0.9984822
ENSMUSG00000024454	448.0071	0.0004003428	0.009606221	0.5069975	0.9984822
ENSMUSG00000024456	391.74	-0.0006577716	0.012974167	0.3285211	0.9984822
ENSMUSG00000024457	107.2117	0.001147862	0.017369464	0.1602978	0.9805731
ENSMUSG00000024459	3.655954	-0.000382624	0.030459905	0.5932669	0.9984822
ENSMUSG00000024462	5056.603	0.0005517595	0.008802655	0.3911092	0.9984822
ENSMUSG00000024471	2.507144	0.001069751	0.050171075	0.336707	0.9984822
ENSMUSG00000024472	679.7702	-0.0005001181	0.009162856	0.4245312	0.9984822
ENSMUSG00000024474	441.1548	-0.0006095367	0.014856883	0.3463044	0.9984822
ENSMUSG00000024477	98.64756	-0.0003298615	0.012300966	0.5803638	0.9984822
ENSMUSG00000024479	634.8232	-0.0009348174	0.013198665	0.2128519	0.9917004
ENSMUSG00000024480	175.4643	0.0001278012	0.010216367	0.8226	0.9984822
ENSMUSG00000024481	0.2973918	0.0008690146	0.103349502	0.7123861	NA
ENSMUSG00000024483	734.458	0.0004418653	0.008066934	0.4840855	0.9984822
ENSMUSG00000024485	0.3166749	-0.000359666	0.096019618	0.8726501	NA
ENSMUSG00000024486	105.8362	-0.0002547896	0.012393622	0.6620513	0.9984822
ENSMUSG00000024487	210.605	-0.0005780508	0.011899801	0.3741578	0.9984822
ENSMUSG00000024491	479.9595	0.0009221892	0.013052735	0.216443	0.9923809
ENSMUSG00000024493	388.3286	-0.0005764812	0.010786969	0.3714353	0.9984822
ENSMUSG00000024498	397.5548	-0.0002626576	0.008090444	0.656332	0.9984822
ENSMUSG00000024500	640.6256	-0.005784239	0.035637976	0.0148004	0.65575
ENSMUSG00000024501	235.676	0.0003721812	0.013439924	0.5324253	0.9984822
ENSMUSG00000024502	429.2816	-0.0002341925	0.009870117	0.6854381	0.9984822
ENSMUSG00000024505	27.10682	-0.0002321996	0.014493912	0.6721794	0.9984822
ENSMUSG00000024507	349.7292	0.0009871023	0.015090248	0.2007211	0.9891944
ENSMUSG00000024511	561.4894	0.002538355	0.020892607	0.0478017	0.8580276
ENSMUSG00000024513	245.7783	-0.0007158213	0.012445586	0.2974912	0.9984822
ENSMUSG00000024515	478.7948	0.0003702978	0.010094487	0.5366843	0.9984822
ENSMUSG00000024516	309.2927	-0.0007103758	0.01295981	0.301371	0.9984822
ENSMUSG00000024517	1.345326	0.0001273268	0.061045637	0.9335527	NA
ENSMUSG00000024518	0.5710459	0.0006329806	0.081151903	0.7475769	NA
ENSMUSG00000024519	1.498675	0.0008171623	0.048764831	0.4649687	NA
ENSMUSG00000024521	4.479816	-0.0004995093	0.033291208	0.5161865	0.9984822
ENSMUSG00000024524	4415.998	0.0002153167	0.01096401	0.710792	0.9984822
ENSMUSG00000024525	16.93779	-0.0005118986	0.017813862	0.3758151	0.9984822
ENSMUSG00000024526	6.944613	0.0004516518	0.025873082	0.4682318	0.9984822
ENSMUSG00000024527	410.3429	-0.0002901696	0.010492545	0.6220014	0.9984822
ENSMUSG00000024528	71.98494	0.0009820479	0.01823581	0.18499	0.9833355
ENSMUSG00000024529	2.312569	0.002257	0.071933997	0.1533983	0.9805731
ENSMUSG00000024530	162.0076	0.0008391344	0.016189096	0.2388289	0.9984822
ENSMUSG00000024533	834.6689	-0.0002364869	0.007410485	0.7027142	0.9984822
ENSMUSG00000024534	77.05924	-0.0005909094	0.014039654	0.3634484	0.9984822
ENSMUSG00000024535	76.81223	0.001311344	0.020393823	0.1217936	0.9805731
ENSMUSG00000024537	73.04004	-3.770307e-05	0.012075058	0.9467603	0.9984822
ENSMUSG00000024538	3.893474	0.0008148728	0.036636889	0.3202166	0.9984822
ENSMUSG00000024539	128.0101	0.0002794772	0.012939001	0.6311996	0.9984822
ENSMUSG00000024542	109.2305	0.0004377749	0.013191004	0.4763654	0.9984822
ENSMUSG00000024544	163.4873	-0.0009578737	0.015660063	0.2076474	0.9893112
ENSMUSG00000024548	285.99	-0.0004092298	0.012564081	0.5035912	0.9984822
ENSMUSG00000024552	1.431911	-2.109249e-05	0.049672796	0.9864235	NA
ENSMUSG00000024553	21.28096	-0.001076878	0.031100185	0.1620295	0.9805731
ENSMUSG00000024556	144.5194	-0.0001499027	0.009643654	0.7921055	0.9984822
ENSMUSG00000024558	700.6564	-8.153523e-05	0.009164798	0.884747	0.9984822
ENSMUSG00000024560	147.683	-0.0001973791	0.010360855	0.7321045	0.9984822
ENSMUSG00000024561	144.1116	-0.0002659257	0.010866976	0.6503922	0.9984822
ENSMUSG00000024563	210.4264	0.001473599	0.017239143	0.1135848	0.9805731
ENSMUSG00000024565	39.94387	-0.0005584347	0.01819369	0.3432154	0.9984822
ENSMUSG00000024566	611.4351	-0.0001422269	0.00792678	0.8054603	0.9984822
ENSMUSG00000024570	85.15949	0.0007872074	0.016051166	0.2571269	0.9984822
ENSMUSG00000024571	437.4152	0.0001140166	0.009127196	0.8398376	0.9984822
ENSMUSG00000024575	1.034158	0.001660777	0.08165736	0.3784149	NA
ENSMUSG00000024576	2099.589	-6.14059e-06	0.007459141	0.9917199	0.9996816
ENSMUSG00000024578	0.9368448	-0.001196167	0.068814102	0.4572275	NA
ENSMUSG00000024579	60.54198	0.0001792549	0.012421319	0.7540088	0.9984822
ENSMUSG00000024580	150.6863	0.0008545624	0.014361146	0.2419005	0.9984822
ENSMUSG00000024581	769.5854	-0.00123084	0.014802419	0.1453198	0.9805731
ENSMUSG00000024583	351.6288	2.939663e-05	0.009406164	0.9582719	0.9984822
ENSMUSG00000024587	804.9642	-0.000738212	0.012116248	0.2856461	0.9984822
ENSMUSG00000024588	312.5055	-0.0001545566	0.008206352	0.787095	0.9984822
ENSMUSG00000024589	1412.583	-0.0001783911	0.011079367	0.7571766	0.9984822
ENSMUSG00000024590	41.53308	0.0007093897	0.017682984	0.270127	0.9984822
ENSMUSG00000024592	82.90582	0.0001069533	0.012005405	0.8507663	0.9984822
ENSMUSG00000024593	349.0057	-0.0008793922	0.01386255	0.2329431	0.9984822
ENSMUSG00000024594	88.91082	-0.0003774924	0.01365528	0.5255989	0.9984822
ENSMUSG00000024597	1046.911	0.0002076113	0.009576112	0.7174902	0.9984822
ENSMUSG00000024598	49.05756	0.00176744	0.028216938	0.06597611	0.9312891
ENSMUSG00000024600	0.1910077	-0.0008252546	0.103842171	0.726985	NA
ENSMUSG00000024601	217.4691	0.0007308111	0.013924773	0.2917801	0.9984822
ENSMUSG00000024603	657.3653	0.0001796774	0.008429887	0.7534093	0.9984822
ENSMUSG00000024604	214.7786	0.0001464963	0.010606683	0.7982146	0.9984822
ENSMUSG00000024608	1239.012	-5.252456e-05	0.009607573	0.9257131	0.9984822
ENSMUSG00000024610	10.36563	-3.662371e-05	0.017672008	0.9417718	0.9984822
ENSMUSG00000024613	125.0392	-0.0003984739	0.012336833	0.5138191	0.9984822
ENSMUSG00000024614	580.2793	-0.0002941316	0.010134732	0.6165376	0.9984822
ENSMUSG00000024617	4154.909	-0.001317149	0.019577192	0.1260016	0.9805731
ENSMUSG00000024620	193.7621	-0.0007422266	0.013344293	0.2868113	0.9984822
ENSMUSG00000024621	632.208	2.117736e-05	0.007807708	0.9705577	0.9993524
ENSMUSG00000024622	391.3864	0.0001940192	0.008756054	0.7341707	0.9984822
ENSMUSG00000024639	941.6528	8.38734e-05	0.009708451	0.8819855	0.9984822
ENSMUSG00000024640	755.8279	0.009839425	0.047949223	0.007054624	0.4896566
ENSMUSG00000024642	831.8405	0.0003251996	0.009424082	0.5811923	0.9984822
ENSMUSG00000024644	166.1377	-0.001599349	0.021358681	0.09422258	0.9805731
ENSMUSG00000024645	53.257	-0.001108385	0.02035622	0.1474667	0.9805731
ENSMUSG00000024646	298.1002	-0.0006189298	0.011794795	0.3482138	0.9984822
ENSMUSG00000024647	40.00667	-0.00425887	0.063294403	0.02023324	0.6800719
ENSMUSG00000024650	11.93865	-0.001077636	0.042893272	0.252974	0.9984822
ENSMUSG00000024654	1053.117	0.0007451577	0.011781392	0.2812181	0.9984822
ENSMUSG00000024658	1.377503	-0.002699979	0.096485697	0.214679	NA
ENSMUSG00000024659	3.404236	0.0008362545	0.043026082	0.3851069	0.9984822
ENSMUSG00000024660	46.75125	-0.0002700447	0.013223032	0.6397585	0.9984822
ENSMUSG00000024661	3946.1	-0.000548925	0.013894183	0.3902792	0.9984822
ENSMUSG00000024663	36.31796	0.000245696	0.014804919	0.6525934	0.9984822
ENSMUSG00000024664	71.51195	-7.424127e-05	0.012627666	0.8946213	0.9984822
ENSMUSG00000024665	279.6503	0.0004457528	0.012372673	0.4725632	0.9984822
ENSMUSG00000024666	48.97778	0.0001851679	0.012850528	0.7444852	0.9984822
ENSMUSG00000024667	29.41635	-0.0003706021	0.016452422	0.5012613	0.9984822
ENSMUSG00000024668	174.2585	0.001325119	0.017638972	0.1326155	0.9805731
ENSMUSG00000024669	0.3313407	-0.001027266	0.101210619	0.65887	NA
ENSMUSG00000024670	0.8013358	-0.002381106	0.103955456	0.3144301	NA
ENSMUSG00000024672	2.310521	-0.001913765	0.073906643	0.2441864	0.9984822
ENSMUSG00000024673	0.1882601	-0.0004136958	0.100430754	0.8579065	NA
ENSMUSG00000024675	0.04352309	0	0.099713571	1	NA
ENSMUSG00000024677	7.490096	0.001197023	0.033994943	0.1455218	0.9805731
ENSMUSG00000024678	0.02933238	0	0.099713571	1	NA
ENSMUSG00000024679	5.934163	-0.002522745	0.069342737	0.1026519	0.9805731
ENSMUSG00000024680	1.421331	-0.002138068	0.086008056	0.2716454	NA
ENSMUSG00000024681	1.267754	0.0005034024	0.048926218	0.6696056	NA
ENSMUSG00000024683	89.40557	0.0005703452	0.012966992	0.3802087	0.9984822
ENSMUSG00000024687	563.954	-0.0001295706	0.008461411	0.8191381	0.9984822
ENSMUSG00000024691	13.56318	-0.0003067298	0.020459782	0.5709026	0.9984822
ENSMUSG00000024695	887.4426	0.0003650918	0.009060489	0.5408635	0.9984822
ENSMUSG00000024696	9.637518	0.0004712463	0.021586637	0.4107927	0.9984822
ENSMUSG00000024697	7.389791	4.404088e-05	0.018035104	0.9302715	0.9984822
ENSMUSG00000024712	267.4235	0.0008418989	0.014282942	0.2464588	0.9984822
ENSMUSG00000024713	81.5714	-0.004134538	0.040935183	0.01754487	0.675198
ENSMUSG00000024725	56.27952	-8.542638e-05	0.013063763	0.8776957	0.9984822
ENSMUSG00000024726	87.26442	-0.0005260604	0.013000388	0.4098695	0.9984822
ENSMUSG00000024727	5.934346	0.0008646915	0.036364131	0.2884112	0.9984822
ENSMUSG00000024732	58.90767	0.0009140056	0.019159001	0.193315	0.985333
ENSMUSG00000024734	1.004422	3.345111e-05	0.044728831	0.9759591	NA
ENSMUSG00000024735	807.4405	0.004438542	0.035323298	0.02076869	0.6890372
ENSMUSG00000024736	834.1644	0.001754545	0.01657383	0.08326286	0.9676695
ENSMUSG00000024737	18.24257	-0.01900914	0.190865567	0.006422637	0.4703916
ENSMUSG00000024740	1803.038	0.00100104	0.011596282	0.1884049	0.98382
ENSMUSG00000024742	71.24971	0.00451857	0.047611792	0.01435754	0.6487296
ENSMUSG00000024743	944.8079	-0.001232363	0.018220977	0.1434505	0.9805731
ENSMUSG00000024747	1.708245	0.0007998837	0.050656518	0.4957606	NA
ENSMUSG00000024749	0.6465795	0.0003462352	0.061505352	0.8207482	NA
ENSMUSG00000024750	1054.427	-0.0002688523	0.008582365	0.6446149	0.9984822
ENSMUSG00000024754	168.9395	0.01153419	0.065774316	0.004291006	0.391475
ENSMUSG00000024757	0.07853339	-2.618168e-06	0.099673716	0.9990912	NA
ENSMUSG00000024758	3457.376	-0.0007123435	0.011624078	0.2964306	0.9984822
ENSMUSG00000024759	396.0155	0.0004210343	0.011137045	0.4925131	0.9984822
ENSMUSG00000024761	1.569162	-0.000130844	0.031445647	0.8638417	NA
ENSMUSG00000024764	219.505	6.270178e-05	0.009994339	0.9117374	0.9984822
ENSMUSG00000024766	79.95551	-0.0005029248	0.014107491	0.4195925	0.9984822
ENSMUSG00000024767	799.7244	0.0001863342	0.010078794	0.7455122	0.9984822
ENSMUSG00000024769	42.75359	-0.0004437311	0.016713738	0.4346162	0.9984822
ENSMUSG00000024772	193.4071	-0.0003435548	0.011419487	0.5670313	0.9984822
ENSMUSG00000024773	301.9461	-0.0003197208	0.011495339	0.5917981	0.9984822
ENSMUSG00000024774	0.4376657	-0.001694113	0.098743736	0.4572805	NA
ENSMUSG00000024776	69.91874	-0.0001258995	0.01125213	0.8259422	0.9984822
ENSMUSG00000024777	893.0525	0.002011135	0.020048194	0.07114623	0.9458346
ENSMUSG00000024778	6.838179	0.0002949615	0.026642137	0.644787	0.9984822
ENSMUSG00000024780	435.8432	-1.895256e-05	0.008914413	0.9730109	0.9994695
ENSMUSG00000024781	85.61676	-0.001216275	0.020642277	0.1308579	0.9805731
ENSMUSG00000024782	578.6191	-0.0005089041	0.009769604	0.416711	0.9984822
ENSMUSG00000024784	0.2797986	-0.00189463	0.118882323	0.467627	NA
ENSMUSG00000024785	126.0511	0.0002087695	0.01013559	0.7173286	0.9984822
ENSMUSG00000024786	1.544433	-0.0004307087	0.04645092	0.7014178	NA
ENSMUSG00000024787	138.489	0.001034096	0.01607813	0.1875048	0.9833512
ENSMUSG00000024789	637.4139	0.0002291026	0.008678622	0.6908928	0.9984822
ENSMUSG00000024790	46.08234	-0.0003002804	0.013451032	0.6045668	0.9984822
ENSMUSG00000024791	0.6032308	-0.0002075663	0.067697223	0.9019722	NA
ENSMUSG00000024792	84.82785	-0.0007451982	0.016520564	0.2676526	0.9984822
ENSMUSG00000024793	5.120819	0.0002232783	0.025239736	0.7163233	0.9984822
ENSMUSG00000024795	8.621326	-0.0009950612	0.031562904	0.1895734	0.98382
ENSMUSG00000024797	322.9268	0.000993466	0.013721101	0.1968491	0.9867742
ENSMUSG00000024798	45.43744	-0.0002102224	0.014276501	0.7016546	0.9984822
ENSMUSG00000024799	61.31607	-0.0002056131	0.01364714	0.7131164	0.9984822
ENSMUSG00000024800	50.80521	-0.0004260827	0.014980067	0.4682363	0.9984822
ENSMUSG00000024805	75.18176	0.0003876911	0.011808708	0.5241975	0.9984822
ENSMUSG00000024807	134.1664	-0.0009332331	0.017780388	0.199603	0.9879334
ENSMUSG00000024810	604.5373	0.0001199803	0.010352572	0.8333239	0.9984822
ENSMUSG00000024811	1780.879	4.579959e-05	0.008388293	0.9351097	0.9984822
ENSMUSG00000024812	249.053	0.0003987748	0.010543669	0.5108982	0.9984822
ENSMUSG00000024816	196.4222	-0.0001874236	0.011969216	0.7450018	0.9984822
